city,timestamp,temperature,season
New York,2010-01-01,4.703763354228624,winter
New York,2010-01-02,-3.6701905204549643,winter
New York,2010-01-03,-4.444516883555661,winter
New York,2010-01-04,0.49826691004868373,winter
New York,2010-01-05,-1.760237261025586,winter
New York,2010-01-06,-6.250827189684563,winter
New York,2010-01-07,0.4420350463108621,winter
New York,2010-01-08,2.2361024993014964,winter
New York,2010-01-09,1.9179722402523502,winter
New York,2010-01-10,5.396809767924905,winter
New York,2010-01-11,7.382066339277305,winter
New York,2010-01-12,3.007111395189512,winter
New York,2010-01-13,5.250117282318666,winter
New York,2010-01-14,-5.391593878808768,winter
New York,2010-01-15,-6.0145271570515515,winter
New York,2010-01-16,5.144702003245523,winter
New York,2010-01-17,-4.518558552420708,winter
New York,2010-01-18,-3.788224704304142,winter
New York,2010-01-19,-2.7148430074589913,winter
New York,2010-01-20,-4.396720724828109,winter
New York,2010-01-21,-6.782403658736714,winter
New York,2010-01-22,-0.9912201952520769,winter
New York,2010-01-23,1.7447306033175964,winter
New York,2010-01-24,-2.3788120108447157,winter
New York,2010-01-25,-2.7895020989790935,winter
New York,2010-01-26,-0.5772969662019605,winter
New York,2010-01-27,0.42150032586704034,winter
New York,2010-01-28,-5.14211760028674,winter
New York,2010-01-29,10.936018152081106,winter
New York,2010-01-30,5.587328058079894,winter
New York,2010-01-31,-1.1887072815690738,winter
New York,2010-02-01,-2.187876301134501,winter
New York,2010-02-02,3.780084113881059,winter
New York,2010-02-03,-1.3481101474517563,winter
New York,2010-02-04,4.606425512082276,winter
New York,2010-02-05,-5.099983533750488,winter
New York,2010-02-06,-1.547247125460737,winter
New York,2010-02-07,0.928682745734406,winter
New York,2010-02-08,-3.2938692455198004,winter
New York,2010-02-09,-0.9418945000804347,winter
New York,2010-02-10,1.5632109818747206,winter
New York,2010-02-11,6.139375658481688,winter
New York,2010-02-12,3.248154735442641,winter
New York,2010-02-13,-1.298546254330156,winter
New York,2010-02-14,-2.9971599085936704,winter
New York,2010-02-15,-8.110316766997602,winter
New York,2010-02-16,2.5569795448640704,winter
New York,2010-02-17,4.261395024678372,winter
New York,2010-02-18,-10.441886462844266,winter
New York,2010-02-19,-0.198059674595431,winter
New York,2010-02-20,-2.9610749785481287,winter
New York,2010-02-21,-5.484819342328806,winter
New York,2010-02-22,2.2167238130588367,winter
New York,2010-02-23,0.3950130094280144,winter
New York,2010-02-24,-2.655097677698575,winter
New York,2010-02-25,3.6954488894841004,winter
New York,2010-02-26,6.876510870865019,winter
New York,2010-02-27,1.1160452931730356,winter
New York,2010-02-28,-0.9489016408354252,winter
New York,2010-03-01,-0.9761581040717182,spring
New York,2010-03-02,13.715013386479939,spring
New York,2010-03-03,6.229758983418468,spring
New York,2010-03-04,9.802361311664969,spring
New York,2010-03-05,-0.44901732335617695,spring
New York,2010-03-06,11.295471508409408,spring
New York,2010-03-07,6.970898200438585,spring
New York,2010-03-08,10.614729356841776,spring
New York,2010-03-09,7.415771522222856,spring
New York,2010-03-10,5.899344395822114,spring
New York,2010-03-11,12.527158368689857,spring
New York,2010-03-12,7.341007690557209,spring
New York,2010-03-13,16.953314209558645,spring
New York,2010-03-14,7.70402254910112,spring
New York,2010-03-15,14.610274329890723,spring
New York,2010-03-16,13.146308963345037,spring
New York,2010-03-17,10.976612533308993,spring
New York,2010-03-18,5.085788474463502,spring
New York,2010-03-19,11.63523219552478,spring
New York,2010-03-20,3.52726497950351,spring
New York,2010-03-21,5.3457048488412084,spring
New York,2010-03-22,15.920708789950268,spring
New York,2010-03-23,4.187774036693255,spring
New York,2010-03-24,5.529256578046904,spring
New York,2010-03-25,1.4443785008346453,spring
New York,2010-03-26,9.989796868169629,spring
New York,2010-03-27,13.494474860819224,spring
New York,2010-03-28,13.388601530655944,spring
New York,2010-03-29,11.042085355699367,spring
New York,2010-03-30,18.09326303968279,spring
New York,2010-03-31,9.14545850155221,spring
New York,2010-04-01,10.758305452507955,spring
New York,2010-04-02,9.876807673262155,spring
New York,2010-04-03,12.559431920864911,spring
New York,2010-04-04,11.306063276275179,spring
New York,2010-04-05,22.234255850725457,spring
New York,2010-04-06,7.6383355747924355,spring
New York,2010-04-07,7.9422006545964186,spring
New York,2010-04-08,1.8547343011391284,spring
New York,2010-04-09,4.875085962824377,spring
New York,2010-04-10,5.508040635109187,spring
New York,2010-04-11,17.330215117707382,spring
New York,2010-04-12,13.237593326395986,spring
New York,2010-04-13,11.047064898019073,spring
New York,2010-04-14,4.251716321151919,spring
New York,2010-04-15,5.78344752563259,spring
New York,2010-04-16,6.697793045854491,spring
New York,2010-04-17,14.205477327595865,spring
New York,2010-04-18,10.52195220144793,spring
New York,2010-04-19,4.729098771398107,spring
New York,2010-04-20,6.253310531252316,spring
New York,2010-04-21,5.0456172534348855,spring
New York,2010-04-22,15.30506449790063,spring
New York,2010-04-23,8.479133404301924,spring
New York,2010-04-24,12.293389919996358,spring
New York,2010-04-25,11.171421697069752,spring
New York,2010-04-26,11.902358504398384,spring
New York,2010-04-27,12.581600835233209,spring
New York,2010-04-28,7.1740252303971745,spring
New York,2010-04-29,14.61390347687302,spring
New York,2010-04-30,19.71678782194698,spring
New York,2010-05-01,9.591371405000586,spring
New York,2010-05-02,12.338661669068967,spring
New York,2010-05-03,10.952596493057186,spring
New York,2010-05-04,4.809759411829803,spring
New York,2010-05-05,12.52306927251827,spring
New York,2010-05-06,14.052017085172835,spring
New York,2010-05-07,18.362053735894776,spring
New York,2010-05-08,15.287968984218567,spring
New York,2010-05-09,7.574668590620937,spring
New York,2010-05-10,11.929140825743858,spring
New York,2010-05-11,9.862846474867457,spring
New York,2010-05-12,11.81146039062039,spring
New York,2010-05-13,11.120566531591782,spring
New York,2010-05-14,11.47221400791559,spring
New York,2010-05-15,22.696490571082574,spring
New York,2010-05-16,19.2098373456556,spring
New York,2010-05-17,16.829533240625196,spring
New York,2010-05-18,2.129759457673666,spring
New York,2010-05-19,12.985812770546483,spring
New York,2010-05-20,16.444058166338056,spring
New York,2010-05-21,7.420430318535346,spring
New York,2010-05-22,10.201761279884368,spring
New York,2010-05-23,6.957950965289799,spring
New York,2010-05-24,12.089102638759702,spring
New York,2010-05-25,7.927098641234459,spring
New York,2010-05-26,6.032225126030633,spring
New York,2010-05-27,8.989353919760232,spring
New York,2010-05-28,11.464568441754961,spring
New York,2010-05-29,-0.6999846517339847,spring
New York,2010-05-30,9.177298533746013,spring
New York,2010-05-31,13.321783662508633,spring
New York,2010-06-01,33.9163766571683,summer
New York,2010-06-02,26.01240734009566,summer
New York,2010-06-03,30.554387148331212,summer
New York,2010-06-04,23.426053757733996,summer
New York,2010-06-05,19.297540747264954,summer
New York,2010-06-06,30.153136129505203,summer
New York,2010-06-07,24.649712510500233,summer
New York,2010-06-08,25.712117597257194,summer
New York,2010-06-09,25.452259963989647,summer
New York,2010-06-10,33.68372412347574,summer
New York,2010-06-11,27.89009047879247,summer
New York,2010-06-12,32.24682773931443,summer
New York,2010-06-13,27.036711535011936,summer
New York,2010-06-14,30.852884525957425,summer
New York,2010-06-15,25.26522368224498,summer
New York,2010-06-16,24.18186592449923,summer
New York,2010-06-17,27.266144684122303,summer
New York,2010-06-18,16.541076527015065,summer
New York,2010-06-19,29.05239151741658,summer
New York,2010-06-20,33.478924912123766,summer
New York,2010-06-21,32.827885061833705,summer
New York,2010-06-22,31.739315115770356,summer
New York,2010-06-23,26.918667589338142,summer
New York,2010-06-24,24.12475497363124,summer
New York,2010-06-25,18.955280494834,summer
New York,2010-06-26,18.833761493574308,summer
New York,2010-06-27,28.94542470898729,summer
New York,2010-06-28,23.73564897321519,summer
New York,2010-06-29,18.937356748183134,summer
New York,2010-06-30,26.08039978092859,summer
New York,2010-07-01,22.522493967813517,summer
New York,2010-07-02,23.35191688053947,summer
New York,2010-07-03,19.325497317677673,summer
New York,2010-07-04,16.225961586232422,summer
New York,2010-07-05,27.841826813695537,summer
New York,2010-07-06,27.180009593815484,summer
New York,2010-07-07,18.772343744529653,summer
New York,2010-07-08,24.618472923737293,summer
New York,2010-07-09,26.003027465893595,summer
New York,2010-07-10,27.89627250577839,summer
New York,2010-07-11,32.081478737492674,summer
New York,2010-07-12,25.72606351020623,summer
New York,2010-07-13,17.400897656529466,summer
New York,2010-07-14,24.183180366516854,summer
New York,2010-07-15,22.9004694072788,summer
New York,2010-07-16,19.68006139496545,summer
New York,2010-07-17,30.05805602930424,summer
New York,2010-07-18,26.968300902888693,summer
New York,2010-07-19,29.702770749777073,summer
New York,2010-07-20,32.28160433989149,summer
New York,2010-07-21,22.36967371239368,summer
New York,2010-07-22,26.114322425192306,summer
New York,2010-07-23,27.862976247303784,summer
New York,2010-07-24,30.874342633797,summer
New York,2010-07-25,27.444225452554175,summer
New York,2010-07-26,26.673312848176558,summer
New York,2010-07-27,31.640285037143837,summer
New York,2010-07-28,17.497512108506434,summer
New York,2010-07-29,33.717099923048316,summer
New York,2010-07-30,23.77792378886154,summer
New York,2010-07-31,25.14175515315783,summer
New York,2010-08-01,29.2885633259557,summer
New York,2010-08-02,28.791191460260634,summer
New York,2010-08-03,18.074413804665983,summer
New York,2010-08-04,22.968540508234803,summer
New York,2010-08-05,28.50033469320376,summer
New York,2010-08-06,33.8108572382428,summer
New York,2010-08-07,20.101519118682177,summer
New York,2010-08-08,35.68857724215526,summer
New York,2010-08-09,19.403262331907857,summer
New York,2010-08-10,29.810894339986344,summer
New York,2010-08-11,21.787768650752923,summer
New York,2010-08-12,29.89947046423882,summer
New York,2010-08-13,12.458668715085253,summer
New York,2010-08-14,28.04844624435636,summer
